145,13
144,14
142,16
141,17
139,18
138,19
136,21
135,22
133,23
132,25
130,26
129,27
128,29
126,30
125,31
123,32
122,34
120,35
119,36
117,38
116,39
114,40
113,41
111,43
110,44
108,45
107,47
106,48
104,49
103,50
101,52
100,53
144,16
142,18
141,19
140,20
138,22
137,23
135,24
134,25
132,27
131,28
129,29
128,31
126,32
125,33
123,35
122,36
120,37
119,38
117,40
116,41
115,42
113,44
112,45
110,46
109,47
107,49
106,50
104,51
144,19
143,20
141,21
140,22
138,24
137,25
135,26
134,28
132,29
131,30
129,32
128,33
127,34
125,35
124,37
122,38
121,39
119,41
118,42
116,43
115,44
113,46
112,47
110,48
109,50
107,51
143,22
141,23
140,25
138,26
137,27
136,28
134,30
133,31
131,32
130,34
128,35
127,36
125,38
124,39
122,40
121,41
119,43
118,44
116,45
115,47
114,48
112,49
142,25
140,27
139,28
137,29
136,31
134,32
133,33
131,35
130,36
128,37
127,38
125,40
124,41
123,42
121,44
120,45
118,46
117,47
140,29
139,30
137,31
136,33
135,34
133,35
132,37
130,38
129,39
127,41
126,42
124,43
123,44
121,46
120,47
141,31
139,32
138,34
136,35
135,36
133,38
132,39
130,40
129,41
127,43
126,44
124,45
139,34
138,36
136,37
135,38
134,40
132,41
131,42
129,44
128,45
138,38
137,39
135,41
134,42
132,43
137,41
