77,58
76,58
74,59
72,59
70,60
69,60
67,61
65,61
63,62
62,62
60,63
58,64
56,64
55,65
53,65
51,66
49,66
48,67
46,67
44,68
42,68
41,69
39,69
37,70
35,70
34,71
32,72
30,72
28,73
27,73
25,74
23,74
21,75
20,75
18,76
16,76
14,77
12,77
11,78
9,78
7,79
78,56
76,56
74,57
73,57
71,58
69,58
67,59
66,59
64,60
62,60
60,61
59,61
57,62
55,63
53,63
52,64
50,64
48,65
46,65
45,66
43,66
41,67
39,67
38,68
36,68
34,69
32,69
31,70
29,71
27,71
25,72
24,72
22,73
20,73
18,74
17,74
15,75
13,75
11,76
10,76
8,77
77,54
75,55
73,55
71,56
70,56
68,57
66,57
64,58
63,58
61,59
59,59
57,60
56,60
54,61
52,62
50,62
49,63
47,63
45,64
43,64
42,65
40,65
38,66
36,66
35,67
33,67
31,68
29,68
28,69
26,70
24,70
22,71
21,71
19,72
17,72
15,73
14,73
12,74
10,74
8,75
75,52
74,53
72,54
70,54
68,55
67,55
65,56
63,56
61,57
60,57
58,58
56,58
54,59
53,59
51,60
49,61
47,61
46,62
44,62
42,63
40,63
39,64
37,64
35,65
33,65
32,66
30,66
28,67
26,67
25,68
23,69
21,69
19,70
18,70
16,71
14,71
12,72
11,72
74,51
72,51
71,52
69,53
67,53
65,54
64,54
62,55
60,55
58,56
57,56
55,57
53,57
51,58
50,58
48,59
46,60
44,60
43,61
41,61
39,62
37,62
36,63
34,63
32,64
30,64
29,65
27,65
25,66
23,66
22,67
20,68
18,68
16,69
15,69
13,70
11,70
73,49
71,50
69,51
68,51
66,52
64,52
62,53
61,53
59,54
57,54
55,55
54,55
52,56
50,56
48,57
47,57
45,58
43,59
41,59
40,60
38,60
36,61
34,61
33,62
31,62
29,63
27,63
26,64
24,64
22,65
20,65
19,66
17,67
15,67
13,68
72,48
70,48
68,49
67,50
65,50
63,51
61,51
60,52
58,52
56,53
54,53
53,54
51,54
49,55
47,55
45,56
44,56
42,57
40,58
38,58
37,59
35,59
33,60
31,60
30,61
28,61
26,62
24,62
23,63
21,63
19,64
17,65
16,65
14,66
72,46
71,46
69,47
67,47
65,48
64,49
62,49
60,50
58,50
57,51
55,51
53,52
51,52
50,53
48,53
46,54
44,54
43,55
41,55
39,56
37,57
36,57
34,58
32,58
30,59
29,59
27,60
25,60
23,61
21,61
20,62
18,62
16,63
71,44
69,45
68,45
66,46
64,46
62,47
61,48
59,48
57,49
55,49
54,50
52,50
50,51
48,51
47,52
45,52
43,53
41,53
40,54
38,54
36,55
34,56
33,56
31,57
29,57
27,58
26,58
24,59
22,59
20,60
19,60
17,61
70,43
68,43
66,44
65,44
63,45
61,45
59,46
58,47
56,47
54,48
52,48
51,49
49,49
47,50
45,50
44,51
42,51
40,52
38,52
37,53
35,53
33,54
31,55
30,55
28,56
26,56
24,57
23,57
21,58
19,58
69,41
67,42
65,42
63,43
62,43
60,44
58,44
56,45
55,46
53,46
51,47
49,47
48,48
46,48
44,49
42,49
41,50
39,50
37,51
35,51
34,52
32,52
30,53
28,54
27,54
25,55
23,55
21,56
20,56
67,40
66,40
64,41
62,41
60,42
59,42
57,43
55,43
53,44
52,45
50,45
48,46
46,46
45,47
43,47
41,48
39,48
38,49
36,49
34,50
32,50
31,51
29,51
27,52
25,53
24,53
22,54
20,54
66,38
64,39
63,39
61,40
59,40
57,41
56,41
54,42
52,42
50,43
49,44
47,44
45,45
43,45
42,46
40,46
38,47
36,47
35,48
33,48
31,49
29,49
28,50
26,51
24,51
22,52
65,37
63,37
61,38
60,38
58,39
56,39
54,40
53,40
51,41
49,41
47,42
46,43
44,43
42,44
40,44
39,45
37,45
35,46
33,46
32,47
30,47
28,48
26,48
25,49
64,35
62,36
60,36
59,37
57,37
55,38
53,38
52,39
50,39
48,40
46,40
45,41
43,42
41,42
39,43
37,43
36,44
34,44
32,45
30,45
29,46
27,46
25,47
64,33
63,34
61,34
59,35
57,35
56,36
54,36
52,37
50,37
49,38
47,38
45,39
43,39
42,40
40,41
38,41
36,42
35,42
33,43
31,43
29,44
28,44
26,45
63,32
61,32
60,33
58,33
56,34
54,34
53,35
51,35
49,36
47,36
46,37
44,37
42,38
40,38
39,39
37,40
35,40
33,41
32,41
30,42
28,42
62,30
60,31
58,31
57,32
55,32
53,33
51,33
50,34
48,34
46,35
44,35
43,36
41,36
39,37
37,38
36,38
34,39
32,39
30,40
29,40
61,28
59,29
57,30
55,30
54,31
52,31
50,32
48,32
47,33
45,33
43,34
41,34
40,35
38,35
36,36
34,37
33,37
31,38
59,27
58,27
56,28
54,29
52,29
51,30
49,30
47,31
45,31
44,32
42,32
40,33
38,33
37,34
35,34
33,35
31,36
60,25
58,25
56,26
55,26
53,27
51,28
49,28
48,29
46,29
44,30
42,30
41,31
39,31
37,32
35,32
34,33
59,23
57,24
55,24
53,25
52,25
50,26
48,27
46,27
45,28
43,28
41,29
39,29
38,30
36,30
34,31
58,22
56,22
54,23
52,23
51,24
49,25
47,25
45,26
44,26
42,27
40,27
38,28
37,28
56,20
55,21
53,21
51,22
49,22
48,23
46,24
44,24
42,25
41,25
39,26
37,26
55,19
53,19
52,20
50,20
48,21
46,21
45,22
43,23
41,23
39,24
54,17
52,18
50,18
49,19
47,19
45,20
43,20
42,21
40,22
53,16
51,16
49,17
47,17
46,18
44,18
42,19
53,14
51,14
50,15
48,15
46,16
44,16
43,17
52,12
50,13
48,13
47,14
45,14
51,11
49,11
47,12
46,12
50,9
48,10
46,10
48,8
