170,159
168,160
167,161
165,162
164,163
162,164
161,165
159,166
158,167
156,168
155,170
153,171
152,172
150,173
149,174
147,175
146,176
145,177
143,178
142,179
140,180
139,182
137,183
136,184
134,185
133,186
131,187
130,188
128,189
127,190
125,191
124,193
122,194
121,195
119,196
118,197
167,159
165,160
164,161
162,162
161,163
159,164
158,165
156,166
155,167
153,168
152,170
151,171
149,172
148,173
146,174
145,175
143,176
142,177
140,178
139,179
137,181
136,182
134,183
133,184
131,185
130,186
128,187
127,188
125,189
124,190
122,191
121,193
119,194
118,195
164,159
162,160
161,161
160,162
158,163
157,164
155,165
154,166
152,167
151,169
149,170
148,171
146,172
145,173
143,174
142,175
140,176
139,177
137,178
136,179
134,181
133,182
131,183
130,184
128,185
127,186
125,187
124,188
122,189
121,190
120,192
118,193
161,159
160,160
158,161
157,162
155,163
154,164
152,165
151,166
149,167
148,169
146,170
145,171
143,172
142,173
140,174
139,175
137,176
136,177
134,178
133,180
131,181
130,182
129,183
127,184
126,185
124,186
123,187
121,188
120,189
118,190
117,192
158,159
157,160
155,161
154,162
152,163
151,164
149,165
148,166
146,168
145,169
143,170
142,171
140,172
139,173
138,174
136,175
135,176
133,177
132,178
130,180
129,181
127,182
126,183
124,184
123,185
121,186
120,187
118,188
117,189
155,159
154,160
152,161
151,162
149,163
148,164
146,165
145,166
144,168
142,169
141,170
139,171
138,172
136,173
135,174
133,175
132,176
130,177
129,179
127,180
126,181
124,182
123,183
121,184
120,185
118,186
117,187
153,159
151,160
150,161
148,162
147,163
145,164
144,165
142,167
141,168
139,169
138,170
136,171
135,172
133,173
132,174
130,175
129,176
127,178
126,179
124,180
123,181
121,182
120,183
118,184
117,185
115,186
150,159
148,160
147,161
145,162
144,163
142,164
141,166
139,167
138,168
136,169
135,170
133,171
132,172
130,173
129,174
127,175
126,176
124,178
123,179
122,180
120,181
119,182
117,183
116,184
147,159
145,160
144,161
142,162
141,163
139,164
138,166
136,167
135,168
133,169
132,170
131,171
129,172
128,173
126,174
125,175
123,177
122,178
120,179
119,180
117,181
116,182
144,159
142,160
141,161
139,162
138,163
137,165
135,166
134,167
132,168
131,169
129,170
128,171
126,172
125,173
123,174
122,175
120,177
119,178
117,179
116,180
141,159
140,160
138,161
137,162
135,163
134,165
132,166
131,167
129,168
128,169
126,170
125,171
123,172
122,173
120,174
119,176
117,177
116,178
114,179
138,159
137,160
135,161
134,162
132,164
131,165
129,166
128,167
126,168
125,169
123,170
122,171
120,172
119,173
117,174
116,176
115,177
135,159
134,160
132,161
131,162
129,164
128,165
126,166
125,167
124,168
122,169
121,170
119,171
118,172
116,173
115,175
132,159
131,160
130,161
128,163
127,164
125,165
124,166
122,167
121,168
119,169
118,170
116,171
115,172
113,174
130,159
128,160
127,162
125,163
124,164
122,165
121,166
119,167
118,168
116,169
115,170
113,171
127,159
125,160
124,162
122,163
121,164
119,165
118,166
116,167
115,168
113,169
124,159
122,161
121,162
119,163
118,164
117,165
115,166
114,167
112,168
121,159
120,161
118,162
117,163
115,164
114,165
112,166
120,158
118,160
117,161
115,162
114,163
112,164
117,158
115,160
114,161
112,162
111,163
114,159
112,160
111,161
111,159
