7,89
8,88
10,88
12,87
14,87
15,86
17,86
19,85
21,84
22,84
24,83
26,83
28,82
29,82
31,81
33,81
35,80
36,80
38,79
40,79
42,78
43,78
45,77
47,76
49,76
50,75
52,75
54,74
56,74
57,73
59,73
61,72
63,72
64,71
66,71
68,70
70,69
71,69
73,68
75,68
77,67
78,67
8,90
10,90
11,89
13,89
15,88
17,88
18,87
20,86
22,86
24,85
25,85
27,84
29,84
31,83
32,83
34,82
36,82
38,81
39,81
41,80
43,80
45,79
47,78
48,78
50,77
52,77
54,76
55,76
57,75
59,75
61,74
62,74
64,73
66,73
68,72
69,72
71,71
73,70
75,70
76,69
78,69
9,92
11,91
13,91
15,90
16,90
18,89
20,89
22,88
23,87
25,87
27,86
29,86
30,85
32,85
34,84
36,84
37,83
39,83
41,82
43,82
44,81
46,80
48,80
50,79
51,79
53,78
55,78
57,77
58,77
60,76
62,76
64,75
65,75
67,74
69,74
71,73
72,72
74,72
76,71
78,71
9,94
11,93
12,93
14,92
16,92
18,91
19,91
21,90
23,89
25,89
26,88
28,88
30,87
32,87
33,86
35,86
37,85
39,85
40,84
42,84
44,83
46,82
47,82
49,81
51,81
53,80
54,80
56,79
58,79
60,78
61,78
63,77
65,77
67,76
68,76
70,75
72,74
74,74
75,73
77,73
10,95
12,95
14,94
15,94
17,93
19,93
21,92
22,91
24,91
26,90
28,90
29,89
31,89
33,88
35,88
36,87
38,87
40,86
42,86
43,85
45,85
47,84
49,83
50,83
52,82
54,82
56,81
58,81
59,80
61,80
63,79
65,79
66,78
68,78
70,77
72,76
73,76
75,75
12,97
13,96
15,96
17,95
19,95
20,94
22,93
24,93
26,92
27,92
29,91
31,91
33,90
34,90
36,89
38,89
40,88
41,88
43,87
45,87
47,86
48,85
50,85
52,84
54,84
55,83
57,83
59,82
61,82
62,81
64,81
66,80
68,80
69,79
71,78
73,78
75,77
13,98
15,98
16,97
18,97
20,96
22,95
23,95
25,94
27,94
29,93
30,93
32,92
34,92
36,91
37,91
39,90
41,90
43,89
44,89
46,88
48,87
50,87
51,86
53,86
55,85
57,85
58,84
60,84
62,83
64,83
65,82
67,82
69,81
71,81
72,80
74,79
14,100
16,99
18,99
19,98
21,98
23,97
25,96
26,96
28,95
30,95
32,94
33,94
35,93
37,93
39,92
40,92
42,91
44,91
46,90
47,89
49,89
51,88
53,88
54,87
